"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","DIFERENCIAS APIS = '/promociones' vs. '/promociones2'","1","Iteracion para evidenciar diferencias entre OldAPI & NewAPI","2","0","Consultar PROMOCIONES","0"
